ID,DEFAULT,AGE,ACADMOS,ADEPCNT,MAJORDRG,MINORDRG,OWNRENT,INCOME,SELFEMPL,INCPER,EXP_INC,SPENDING,LOGSPEND 
270,1,18.416666,12,1,0,0,0,1416.6666667,0,8500.0,0.0674706,95.5833327,4.5599985 
271,1,29.916666,18,4,1,0,1,1968.0,0,4723.2001953,0.0811827,159.7675016,5.0737196 
272,0,24.833334,2,0,0,0,0,2166.6666667,0,26000.0,0.0848638,183.8716728,5.2142381 
273,0,26.75,12,2,0,0,1,2291.6666667,0,10833.3330078,0.0982634,225.1869192,5.4169308 
274,1,34.0,4,2,0,1,1,1675.0,0,7350.0,0.04401,73.7167099,4.3002295 
275,0,24.416666,6,0,0,0,0,2833.3333333,0,34000.0,0.0423147,119.8916628,4.7865885 
276,0,24.25,12,1,0,0,0,1783.3333333,0,10700.0,0.0229439,40.9166665,3.7115375 
277,0,43.5,18,1,0,0,1,3059.3333333,0,18356.0,0.056767,173.6691693,5.1571522 
278,1,26.25,51,1,0,1,1,1750.0,0,20000.0,0.0514355,90.0121257,4.4999444 
279,0,24.833334,24,4,0,1,0,3333.3333333,0,8000.0,0.0215325,71.7750068,4.2735363 
280,0,21.666666,122,0,0,0,1,1200.0,0,20400.0,0.1710745,205.2894115,5.3244207 
281,1,32.3333321,34,1,0,0,1,2416.6666667,0,14500.0,0.0737921,178.3308362,5.1836405 
282,0,40.5,86,0,1,0,0,1875.0,0,22500.0,0.0238222,44.6666661,3.7992275 
283,0,29.25,84,2,0,0,0,1666.6666667,0,6666.6665039,0.1964715,327.4524957,5.7913430 
284,0,41.1666679,175,3,0,0,1,2666.6666667,0,11900.0,0.4330966,1154.9243927,7.0517902 
285,0,28.916666,61,1,0,0,1,2250.0,0,13500.0,0.1124944,253.1125043,5.5338341 
286,1,22.0,264,0,0,1,0,1600.0,1,19200.0,0.0622917,99.6666670,4.6018313 
287,0,40.5,103,3,0,1,1,2650.0,0,7950.0,0.0385204,102.0791672,4.6257487 
288,0,33.3333321,58,0,0,0,1,2666.6666667,0,32000.0,0.0020625,5.5000000,1.7047481 
289,0,35.3333321,120,2,0,0,1,1590.0,0,6360.0,0.0269067,42.7816661,3.7561096 
290,0,29.25,36,2,0,0,0,1600.0,0,6400.0,0.0182062,29.1299999,3.3717686 
291,0,36.5833321,36,2,0,0,1,1625.0,0,6500.0,0.0492795,80.0791690,4.3830158 
292,0,22.166666,12,1,0,0,0,2083.3333333,0,12500.0,0.1143872,238.3066652,5.4735584 
293,0,45.3333321,108,1,0,0,1,1416.6666667,0,8500.0,0.4497053,637.0825122,6.4568992 
294,1,21.833334,12,0,0,0,0,1333.3333333,0,49000.0,0.0299904,39.9872114,3.6885597 
295,1,48.6666679,48,0,0,1,0,2083.3333333,1,25000.0,0.1078484,224.6841633,5.4146957 
296,0,29.166666,9,0,0,0,0,2916.6666667,0,35000.0,0.021652,63.1516667,4.1455392 
297,0,52.5833321,102,3,0,0,0,2083.3333333,0,8750.0,0.0018857,3.9285713,1.3682758 
298,0,36.25,72,0,0,0,1,2083.3333333,1,25000.0,0.0090664,18.8883336,2.9385445 
299,0,23.75,6,0,0,0,0,2708.3333333,0,36500.0,0.0769066,208.2886454,5.3389248 
300,1,32.25,24,4,0,0,0,1375.0,0,4060.0,0.0315823,43.4256159,3.7710495 
301,0,42.5,75,2,0,0,1,6375.0,0,25500.0,0.0948918,604.9349969,6.4051210 
302,1,31.333334,39,3,0,3,0,2149.3333333,0,7952.0,0.0279703,60.1175443,4.0963017 
303,0,44.4166679,168,0,0,0,1,2166.6666667,0,26000.0,0.0025385,5.4999999,1.7047481 
304,0,23.5,12,0,0,0,0,1416.6666667,0,17000.0,0.0812441,115.0958346,4.7457651 
305,0,21.083334,6,0,0,0,0,1500.0,0,18000.0,0.1368711,205.3066716,5.3245048 
306,0,41.0833321,59,3,0,0,1,7333.3333333,0,22000.0,0.0256767,188.2958362,5.2380143 
307,0,30.416666,6,3,0,0,1,2500.0,0,10500.0,0.0120924,30.2309520,3.4088663 
308,0,40.0,4,0,0,1,1,2583.3333333,0,38000.0,0.0017368,4.4868421,1.5011491 
309,0,30.166666,12,1,0,0,0,3991.0,0,28260.0,0.0417054,166.4463099,5.1146728 
310,0,26.416666,18,0,0,0,0,1666.6666667,0,20000.0,0.0517465,86.2441584,4.4571823 
311,0,38.25,126,3,0,0,1,4250.0,0,12750.0,0.08108,344.5900194,5.8423554 
312,0,30.083334,26,0,0,1,0,2500.0,1,35000.0,0.0731991,182.9978637,5.2094745 
313,0,29.0,36,0,0,0,0,1250.0,0,15000.0,0.082634,103.2925025,4.6375648 
314,0,34.0,24,0,0,0,0,2916.6666667,0,35000.0,0.0941657,274.6499951,5.6154975 
315,0,33.0,6,0,0,0,1,2916.6666667,0,35300.0,0.0736176,214.7178911,5.3693250 
316,1,35.75,33,4,0,0,0,2500.0,0,7400.0,0.0328649,82.1621623,4.4086949 
317,0,40.0833321,51,3,0,1,1,5591.6666667,0,16775.0,0.0791255,442.4433443,6.0923124 
318,0,30.666666,9,0,0,0,1,2000.0,0,24000.0,0.0772488,154.4975042,5.0401779 
319,0,38.0833321,27,1,0,0,1,3000.0,0,18000.0,0.0877172,263.1516606,5.5727305 
320,0,32.4166679,24,3,1,0,0,2000.0,0,6000.0,0.1200692,240.1383221,5.4812151 
321,0,24.833334,7,1,0,0,1,3000.0,0,18000.0,0.0172678,51.8033355,3.9474545 
322,0,26.0,2,0,2,0,0,2666.6666667,0,32000.0,0.2073316,552.8841813,6.3151485 
323,0,32.75,96,1,0,0,1,3333.3333333,0,20000.0,0.0541585,180.5283253,5.1958877 
324,1,22.75,24,0,0,0,0,1750.0,0,21000.0,0.0772252,135.1441666,4.9063421 
325,0,20.5,6,0,0,0,0,1083.3333333,0,15400.0,0.0895968,97.0631521,4.5753618 
326,1,26.75,18,0,2,2,0,2916.6666667,0,35000.0,0.0453683,132.3241616,4.8852547 
327,0,31.083334,2,0,0,0,0,6416.6666667,0,77000.0,0.1389939,891.8775506,6.7933288 
328,0,21.166666,6,0,0,0,0,1666.6666667,0,20000.0,0.036278,60.4633304,4.1020371 
329,0,28.75,60,0,0,0,0,1291.6666667,0,15500.0,0.016449,21.2466668,3.0562000 
330,1,24.5,12,3,0,0,1,1416.6666667,0,6250.0,0.04248,60.1799991,4.0973401 
331,1,36.5833321,12,1,0,0,0,1250.0,0,20000.0,0.0632773,79.0965650,4.3706694 
332,1,40.6666679,20,0,1,0,1,1750.0,0,21000.0,0.076619,134.0833269,4.8984614 
333,0,44.5,84,1,1,0,0,1683.0,0,11560.5,0.0624117,105.0388275,4.6543301 
334,0,39.0,42,1,0,0,0,1516.6666667,0,10200.0,0.0963167,146.0802759,4.9841563 
335,0,34.5833321,24,0,0,0,1,4125.0,0,49500.0,0.1054523,434.9908261,6.0753249 
336,0,23.916666,5,0,0,1,0,2041.6666667,0,24500.0,0.0714037,145.7825027,4.9821158 
337,1,42.3333321,180,3,0,0,1,3083.3333333,0,13000.0,0.0002308,.7115385,-.3403258 
338,1,57.0833321,9,0,0,1,0,1300.0,0,20580.0,0.0060253,7.8328475,2.0583261 
339,0,34.0833321,25,1,1,0,1,2583.3333333,0,35000.0,0.0091449,23.6242153,3.1622723 
340,1,22.166666,7,0,0,0,0,1416.6666667,0,17000.0,0.0007059,1.0000000,-0 
341,1,27.666666,60,2,0,1,0,2333.3333333,0,9333.3330078,0.0861457,201.0066658,5.3033381 
342,0,47.1666679,134,4,0,0,1,3000.0,0,12200.0,0.1296572,388.9716268,5.9635064 
343,0,55.5833321,6,0,1,0,1,3583.3333333,0,43000.0,0.0350181,125.4816633,4.8321596 
344,1,33.0833321,24,1,0,0,0,1083.3333333,0,10100.0,0.0005941,.6435644,-.4407332 
345,0,51.5,15,0,0,0,1,2500.0,0,30000.0,0.0860047,215.0116675,5.3706923 
346,0,22.333334,145,0,0,0,0,1250.0,0,20000.0,0.242445,303.0562401,5.7139184 
347,0,26.25,24,1,0,0,1,2916.6666667,0,17500.0,0.114568,334.1566523,5.8116099 
348,0,27.166666,24,0,0,0,0,3333.3333333,0,40000.0,0.0442655,147.5516707,4.9941784 
349,0,31.583334,22,0,0,0,0,1750.0,0,21000.0,0.0875333,153.1833317,5.0316355 
350,0,34.4166679,12,3,0,0,0,7500.0,0,24300.0,0.0944074,708.0555707,6.5625226 
351,0,24.25,13,0,0,0,1,1720.0,0,44340.0,0.2104323,361.9436175,5.8914884 
352,0,48.1666679,30,2,1,0,1,1500.0,0,9000.0,0.0412704,61.9055573,4.1256100 
353,0,29.166666,60,2,0,0,0,1709.8333333,0,6839.3334961,0.2292295,391.9441805,5.9711194 
354,1,24.25,3,0,0,0,0,2500.0,0,33000.0,0.0894258,223.5643938,5.4096995 
355,1,20.666666,56,0,0,0,0,1500.0,0,18000.0,0.2796211,419.4316864,6.0389007 
356,0,39.3333321,90,6,2,0,1,8333.25,1,14285.5712891,0.1190901,992.4074734,6.9001338 
357,0,40.3333321,24,0,0,0,0,1666.6666667,0,20000.0,0.0723855,120.6424957,4.7928316 
358,0,31.583334,144,0,1,0,1,2916.6666667,1,35000.0,0.0568917,165.9341746,5.1115912 
359,0,23.25,3,1,0,0,1,2000.0,0,21250.0,0.0155035,31.0070608,3.4342149 
360,0,21.916666,6,0,0,0,0,1750.0,0,21000.0,0.3328705,582.5232938,6.3673692 
361,0,31.166666,3,0,0,0,0,2500.0,0,30000.0,0.0960857,240.2141690,5.4815309 
362,0,52.25,144,3,0,0,1,6250.0,0,18750.0,0.0727813,454.8833240,6.1200410 
363,0,34.75,33,0,0,0,1,3333.3333333,0,48000.0,0.0006406,2.1354167,.7586618 
364,0,51.3333321,84,0,0,0,1,3166.6666667,0,38000.0,0.0528395,167.3249975,5.1199380 
365,0,29.5,34,0,0,0,1,2500.0,0,60000.0,0.0251583,62.8958317,4.1414799 
366,0,39.75,18,0,0,0,0,3775.0,0,45300.0,0.0469344,177.1774997,5.1771521 
367,1,34.9166679,48,3,0,0,0,2666.6666667,0,8000.0,0.2084403,555.8408101,6.3204819 
368,0,31.333334,44,2,0,0,1,2500.0,0,10000.0,0.020658,51.6449986,3.9443934 
369,0,29.75,91,2,0,1,1,2583.3333333,0,10333.3330078,0.0414374,107.0466709,4.6732649 
370,0,50.5,84,1,0,1,0,2250.0,0,13500.0,0.0509311,114.5949997,4.7414042 
371,0,35.9166679,8,3,0,0,1,3466.6666667,0,10400.0,0.2078377,720.5041846,6.5799512 
372,0,42.5,7,0,0,0,1,1500.0,0,21960.0,0.0491284,73.6926254,4.2999027 
373,0,29.666666,66,0,0,0,0,3333.3333333,0,40000.0,0.035625,118.7499985,4.7770204 
374,0,47.75,85,0,1,4,1,2841.6666667,0,34100.0,0.266917,758.4891987,6.6313286 
375,0,25.666666,29,0,0,0,0,1291.6666667,0,15500.0,0.0106174,13.7141664,2.6184293 
376,0,30.583334,12,2,0,1,1,2250.0,0,10666.6669922,0.1486019,334.3542181,5.8122010 
377,1,35.25,120,4,1,0,1,650.0,1,6240.0,0.2417654,157.1474969,5.0571848 
378,1,33.8333321,24,2,0,0,1,3750.0,1,15000.0,0.0201024,75.3841689,4.3225973 
379,0,32.8333321,96,1,1,0,0,3250.0,0,19500.0,0.1066267,346.5366680,5.8479886 
380,0,25.083334,1,0,0,0,0,5250.0,0,63000.0,0.1384838,727.0399891,6.5889815 
381,0,57.1666679,84,1,0,0,0,2000.0,0,14500.0,0.0145752,29.1503444,3.3724667 
382,0,24.583334,100,0,0,0,0,1625.0,0,23000.0,0.10498,170.5924990,5.1392777 
383,0,28.916666,6,0,0,3,0,1666.6666667,0,20000.0,0.0060325,10.0541666,2.3079871 
384,0,48.5833321,200,1,0,1,1,1666.6666667,1,14200.0,0.0091602,15.2670188,2.7256949 
385,0,27.666666,6,1,0,0,0,1708.0,0,10248.0,0.0580474,99.1450019,4.5965834 
386,1,23.166666,8,0,0,0,0,2000.0,0,26250.0,0.0799905,159.9809527,5.0750548 
387,0,43.4166679,120,4,0,0,1,6833.3333333,1,17240.0,0.0779066,532.3618253,6.2773234 
388,1,31.416666,26,1,0,0,0,1583.3333333,0,12400.0,0.0058871,9.3212365,2.2322953 
389,0,32.3333321,38,0,0,0,1,4250.0,0,51000.0,0.101359,430.7758231,6.0655878 
390,0,40.25,109,3,1,0,1,4166.6666667,0,12500.0,0.0364322,151.8008299,5.0225693 
391,0,36.3333321,51,0,1,0,0,6125.0,0,73500.0,0.0712286,436.2749988,6.0782728 
392,0,47.9166679,123,0,0,1,1,3200.0,0,38400.0,0.0361529,115.6891704,4.7509070 
393,0,33.3333321,6,0,0,0,0,1750.0,0,21000.0,0.1308376,228.9658338,5.4335728 
394,1,38.3333321,46,0,0,1,1,2083.3333333,0,30000.0,0.227364,473.6750076,6.1605214 
395,0,24.083334,11,0,0,0,0,953.3333333,0,20800.0,0.040275,38.3955000,3.6479403 
396,0,36.0833321,48,4,1,0,0,2916.6666667,0,7000.0,0.20956,611.2166867,6.4154515 
397,1,33.5833321,72,4,3,4,1,3666.6666667,0,9800.0,0.0399657,146.5409560,4.9873050 
398,0,43.5,60,4,0,0,1,3541.6666667,0,17700.0,0.0194016,68.7139361,4.2299520 
399,0,39.5,60,1,0,0,1,4166.6666667,1,25000.0,0.4367726,1819.8857705,7.5065290 
400,1,46.9166679,72,1,1,1,1,3500.0,0,21000.0,0.1711931,599.1758779,6.3955552 
401,1,20.666666,2,0,0,0,0,1250.0,0,15000.0,0.0023333,2.9166666,1.0704414 
402,0,26.583334,36,2,0,0,0,1654.1666667,0,6616.6665039,0.0505798,83.6675013,4.4268506 
403,1,35.25,48,2,0,0,1,2000.0,0,8940.6669922,0.0099381,19.8762212,2.9895241 
404,1,31.333334,10,0,0,0,0,5416.6666667,0,65000.0,0.1552686,841.0383016,6.7346372 
405,0,28.666666,24,2,0,0,1,3750.0,1,15000.0,0.0738584,276.9691776,5.6239062 
406,0,44.0,185,0,2,0,1,5833.3333333,0,86000.0,0.078797,459.6490227,6.1304632 
407,0,0.1666667,36,0,0,0,1,1958.3333333,0,26000.0,0.0025385,4.9711537,1.6036519 
408,0,29.583334,42,1,0,0,0,1750.0,0,12750.0,0.3008815,526.5426859,6.2663324 
409,0,29.333334,12,0,0,0,1,2916.6666667,0,35000.0,0.214128,624.5400074,6.4370154 
410,0,25.25,4,0,0,0,0,2500.0,0,32000.0,0.0454272,113.5679614,4.7324014 
411,0,40.1666679,6,0,0,1,1,1125.0,0,18780.0,0.0558136,62.7903370,4.1398012 
412,0,33.25,12,3,0,0,1,2125.0,0,12850.0,0.1205191,256.1030118,5.5455798 
413,0,49.8333321,36,0,0,1,0,2500.0,0,30000.0,0.0022,5.5000000,1.7047481 
414,1,37.0,36,4,0,0,1,2100.0,0,7920.0,0.0100505,21.1060613,3.0495603 
415,0,38.9166679,126,2,0,0,1,2241.6666667,0,8966.6669922,0.0618394,138.6233339,4.9317604 
416,0,25.833334,144,0,0,0,0,1833.3333333,0,22000.0,0.0219545,40.2500005,3.6951100 
417,1,34.8333321,30,1,0,0,1,1458.3333333,0,8750.0,0.0985714,143.7499980,4.9680757 
418,1,32.6666679,16,1,0,0,0,1969.0,0,11814.0,0.0799475,157.4166596,5.0588962 
419,1,33.0833321,26,1,0,0,1,4250.0,0,33990.0,0.0250059,106.2750090,4.6660302 
420,1,22.416666,29,0,1,1,0,2250.0,0,27000.0,0.0373574,84.0541692,4.4314615 
421,0,28.25,6,1,0,0,0,2083.3333333,0,12500.0,0.0757892,157.8941631,5.0619250 
422,0,36.6666679,145,1,1,0,1,3166.6666667,0,21000.0,0.0067217,21.2852774,3.0580156 
423,0,32.0,11,1,0,0,0,2000.0,0,12000.0,0.0005,1,0 
424,0,33.9166679,26,0,0,0,0,2333.3333333,0,28000.0,0.0868361,202.6174963,5.3113199 
425,0,21.583334,56,0,0,0,0,1600.0,0,31200.0,0.0339679,54.3487191,3.9954210 
426,1,24.916666,123,0,1,1,1,1916.6666667,0,23000.0,0.0709639,136.0141641,4.9127590 
427,0,29.083334,63,2,0,0,1,1750.0,0,7000.0,0.0323814,56.6674965,4.0372008 
428,1,25.416666,44,0,0,1,1,1750.0,0,21000.0,0.0412857,72.2500030,4.2801324 
429,1,34.6666679,48,0,0,0,1,1916.6666667,0,23000.0,0.0038043,7.2916664,1.9867321 
430,1,29.416666,24,1,0,0,1,1666.6666667,1,11625.0,0.2663282,443.8803097,6.0955550 
431,0,41.1666679,60,1,1,0,1,1333.3333333,0,11750.0,0.774177,1032.2360198,6.9394826 
432,0,25.083334,26,0,0,0,0,1750.0,0,21000.0,0.1227771,214.8599979,5.3699866 
433,0,24.416666,15,0,1,0,0,2125.0,0,25500.0,0.0725263,154.1183209,5.0377206 
434,1,29.416666,25,2,0,0,1,4000.0,0,19470.6660156,0.0338896,135.5584413,4.9094028 
435,1,20.083334,15,0,0,0,0,833.3333333,0,34000.0,0.0006471,.5392157,-.6176396 
436,0,40.5,65,0,0,0,1,1416.6666667,0,17000.0,0.0148382,21.0208336,3.0455140 
437,0,33.1666679,36,1,0,2,1,2416.6666667,0,17000.0,0.1436397,347.1292717,5.8496973 
438,0,20.083334,96,0,4,1,0,2083.3333333,0,25000.0,0.1640716,341.8158429,5.8342721 
439,0,57.0,12,0,0,0,1,2083.3333333,0,75000.0,0.0061649,12.8436106,2.5528465 
440,0,37.5833321,64,3,0,0,1,3550.0,0,13150.0,0.0573424,203.5655029,5.3159878 
441,0,30.916666,27,3,0,0,0,2916.6666667,0,8750.0,0.0751094,219.0691698,5.3893875 
442,1,23.583334,38,1,0,0,0,2000.0,0,12000.0,0.2086987,417.3974991,6.0340390 
443,0,41.0833321,13,1,0,0,1,4500.0,0,27000.0,0.052497,236.2366486,5.4648341 
444,0,22.916666,60,0,0,0,0,2083.3333333,0,25000.0,0.1148352,239.2400056,5.4774673 
445,1,24.916666,6,0,0,0,0,2166.6666667,0,26000.0,0.0032212,6.9791665,1.9429295 
446,0,26.583334,7,0,0,0,0,2500.0,0,30000.0,0.0602603,150.6508421,5.0149649 
447,0,23.166666,27,0,0,0,0,2388.3333333,0,28660.0,0.0159805,38.1666647,3.6419625 
448,0,34.8333321,36,0,0,0,0,4166.6666667,1,85000.0,0.0509774,212.4058859,5.3584990 
449,0,27.75,34,0,0,0,1,2300.0,0,54600.0,0.8462237,1946.3144004,7.5736928 
450,0,33.0833321,30,0,0,0,1,1578.8333333,0,18946.0,0.0034836,5.4999999,1.7047481 
451,0,41.5833321,120,3,0,0,1,1000.0,0,20400.0,0.0654631,65.4631108,4.1814868 
452,0,28.75,120,0,1,1,0,4166.6666667,0,50000.0,0.0967814,403.2558141,5.9995711 
453,1,53.25,30,0,0,0,1,2500.0,1,30000.0,0.0623083,155.7708345,5.0483859 
454,1,23.666666,30,0,0,0,0,1625.0,0,19500.0,0.0621421,100.9808341,4.6149307 
455,0,62.5833321,39,1,0,0,1,4327.8333333,0,25967.0,0.0050449,21.8333327,3.0834378 
456,0,38.5,8,3,0,0,1,4766.6666667,0,16315.0,0.1875935,894.1954931,6.7959244 
457,1,53.25,53,0,0,0,1,4000.0,1,50580.0,0.0078292,31.3167274,3.4441524 
458,0,26.416666,24,5,0,0,1,1916.6666667,0,7300.0,0.0373628,71.6120029,4.2712627 
459,1,31.25,27,1,1,2,0,3250.0,0,19500.0,0.0919346,298.7874951,5.6997326 
460,0,23.833334,12,0,0,1,0,1333.3333333,0,16000.0,0.04369,58.2533379,4.0648014 
461,1,22.666666,24,0,0,0,0,1041.6666667,0,22500.0,0.137976,143.7250059,4.9679018 
462,0,64.0,174,1,0,0,1,1062.5,0,10125.0,0.072799,77.3489503,4.3483270 
463,0,40.5833321,180,3,0,0,1,3333.3333333,0,10000.0,0.1829825,609.9416812,6.4133633 
464,0,46.75,204,0,2,2,1,2500.0,0,39375.0,0.108258,270.6450969,5.6008084 
465,0,34.0833321,36,3,1,0,1,4666.6666667,1,20250.0,0.1107659,516.9076572,6.2478642 
466,0,55.8333321,13,0,0,0,0,2083.3333333,0,25000.0,0.0227232,47.3399996,3.8573556 
467,0,36.6666679,37,3,1,0,1,4916.6666667,0,16000.0,0.0406169,199.6996288,5.2968144 
468,0,24.833334,12,0,0,0,0,2000.0,0,24000.0,0.0201167,40.2333327,3.6946958 
469,1,30.583334,14,0,0,0,1,1760.0,0,21120.0,0.2101326,369.8333216,5.9130524 
470,1,51.9166679,300,0,0,0,1,3500.0,0,67000.0,0.0944315,330.5102400,5.8006376 
471,0,35.0,12,0,0,0,0,4166.6666667,1,50000.0,0.1311896,546.6233318,6.3037600 
472,0,42.75,60,2,0,0,1,5500.0,0,37000.0,0.222619,1224.4045660,7.1102099 
473,1,47.0,63,3,0,0,1,2745.0,0,8235.0,0.0466861,128.1533287,4.8532274 
474,0,24.5,22,0,0,0,1,1916.6666667,0,27000.0,0.0091537,17.5445996,2.8647462 
475,1,35.25,42,4,1,0,1,4166.6666667,0,20000.0,0.040469,168.6208261,5.1276526 
476,0,23.333334,64,0,0,0,1,1333.3333333,0,16000.0,0.1076744,143.5658336,4.9667937 
477,0,37.1666679,6,3,0,0,1,5833.3333333,0,17500.0,0.0433719,253.0024946,5.5333993 
478,1,25.416666,19,0,0,1,0,1368.0833333,0,16417.0,0.3715959,508.3741837,6.2312178 
479,1,30.916666,13,1,0,0,0,1333.3333333,0,8000.0,0.009875,13.1666673,2.5776884 
480,0,32.0833321,43,2,0,0,1,2200.0,0,8800.0,0.0120383,26.4841674,3.2765471 
481,0,21.416666,4,0,0,0,0,1666.6666667,0,20000.0,0.0349725,58.2875001,4.0653877 
482,0,24.5,6,0,0,0,0,1566.6666667,0,18800.0,0.0703191,110.1666619,4.7019943 
483,0,55.0,302,1,0,0,1,3713.5,0,25281.0,0.0226316,84.0425245,4.4313229 
484,0,30.166666,36,0,0,0,0,2500.0,0,30000.0,0.058877,147.1925061,4.9917413 
485,0,32.4166679,9,1,0,0,0,1273.0,0,7638.0,0.0056952,7.2499998,1.9810014 
486,0,22.583334,27,0,0,0,1,1220.25,0,26143.0,0.027996,34.1621439,3.5311181 
487,1,29.0,6,0,0,0,0,2083.3333333,0,27000.0,0.1471711,306.6064790,5.7255651 
488,0,47.0,14,1,1,0,0,2000.0,0,12000.0,0.1099258,219.8516577,5.3929530 
489,0,41.0,132,3,0,0,1,3291.6666667,0,9875.0,0.0132086,43.4783321,3.7722627 
490,1,38.5833321,84,1,1,0,0,2296.6666667,0,13780.0,0.5299615,1217.1449723,7.1042632 
491,0,29.916666,24,0,0,0,0,2166.6666667,1,26000.0,0.0242919,52.6325004,3.9633338 
492,1,21.75,10,0,0,0,0,1445.1666667,0,17342.0,0.0442342,63.9258309,4.1577235 
493,0,26.5,60,1,0,0,0,2000.0,0,12000.0,0.1723758,344.7516561,5.8428243 
494,1,23.916666,11,0,0,0,0,1416.6666667,0,17000.0,0.0165882,23.5000000,3.1570004 
495,0,28.416666,3,1,0,0,1,2083.3333333,0,12500.0,0.0809524,168.6508457,5.1278306 
496,0,30.0,80,2,0,0,0,1208.3333333,0,4833.3334961,0.2133117,257.7516579,5.5519966 
497,1,44.1666679,174,2,0,0,1,1469.0833333,0,5876.3334961,0.0078847,11.5833331,2.4495673 
498,0,30.666666,13,0,0,0,1,2916.6666667,0,35000.0,0.0223051,65.0566700,4.1752587 
499,0,36.25,13,0,0,0,1,3416.6666667,0,41000.0,0.2095593,715.9941954,6.5736721 
500,1,24.083334,38,0,0,0,0,2320.8333333,0,30850.0,0.1380875,320.4781332,5.7698140 
501,1,28.583334,15,0,1,2,0,2833.3333333,0,34000.0,0.0577647,163.6666649,5.0978318 
502,0,35.3333321,12,0,1,0,0,1750.0,0,21000.0,0.2057443,360.0524925,5.8862498 
503,1,26.083334,6,0,0,0,0,2333.3333333,0,28000.0,0.0394136,91.9649998,4.5214081 
504,1,28.083334,42,0,2,0,0,2500.0,0,30000.0,0.0426657,106.6641696,4.6696853 
505,0,26.5,6,2,0,0,1,4000.0,0,20166.6660156,0.0527357,210.9428048,5.3515870 
506,0,40.3333321,7,0,2,1,0,3166.6666667,0,38000.0,0.0135042,42.7633314,3.7556810 
507,0,22.416666,48,0,0,0,0,1300.0,0,15600.0,0.6024327,783.1624687,6.6633402 
508,1,54.6666679,96,1,0,1,1,2416.6666667,0,14500.0,0.0144138,34.8333322,3.5505748 
509,1,20.333334,10,0,0,0,0,896.0,0,16752.0,0.1757384,157.4616280,5.0591818 
510,1,29.583334,4,0,0,0,0,1250.0,0,15000.0,0.3102633,387.8291696,5.9605650 
511,0,37.0833321,24,0,0,0,1,2083.3333333,0,33000.0,0.3645736,759.5283911,6.6326977 
512,0,26.25,164,0,0,0,0,1516.6666667,0,18200.0,0.0631022,95.7050043,4.5612706 
513,1,30.416666,144,1,0,0,1,1600.0,0,9600.0,0.0650479,104.0766716,4.6451279 
514,0,48.1666679,33,0,1,0,1,3333.3333333,0,55000.0,0.0056018,18.6727274,2.9270640 
515,0,47.3333321,35,1,0,1,1,3958.3333333,0,23750.0,0.1395406,552.3483176,6.3141789 
516,1,21.333334,8,0,0,0,0,8333.25,0,99999.0,0.01842,153.4983377,5.0336897 
517,0,27.083334,24,0,0,0,1,1473.3333333,0,17680.0,0.1687636,248.6450048,5.5160262 
518,0,24.333334,72,0,0,1,0,1333.3333333,0,20000.0,0.087103,116.1373357,4.7547734 
519,0,28.75,58,0,0,0,0,1348.9166667,0,16187.0,0.3295632,444.5533340,6.0970700 
520,0,23.166666,4,0,0,0,0,2166.6666667,0,26000.0,0.8245508,1786.5267495,7.4880287 
521,0,51.5833321,223,0,0,0,1,3458.3333333,0,47500.0,0.0230411,79.6836407,4.3780643 
522,1,55.3333321,328,2,2,1,1,3583.3333333,0,14333.3330078,0.0013023,4.6666668,1.5404451 
523,0,44.4166679,6,1,0,0,1,1666.6666667,0,10000.0,0.0700845,116.8074956,4.7605272 
524,0,43.5,72,1,0,0,0,4666.6666667,0,28000.0,0.1308421,610.5966270,6.4144366 
525,1,33.0833321,55,1,0,0,0,1250.0,0,21500.0,0.2812625,351.5781835,5.8624321 
526,0,39.3333321,54,0,2,0,0,2500.0,0,30000.0,0.0036667,9.1666664,2.2155737 
527,1,31.5,28,0,0,0,0,2072.0,0,24864.0,0.0734395,152.1666620,5.0249764 
528,0,27.25,25,0,0,0,0,2000.0,0,24000.0,0.1379237,275.8474946,5.6198482 
529,0,67.8333359,190,0,0,0,0,2083.3333333,0,25000.0,0.032916,68.5750041,4.2279281 
530,0,23.916666,9,0,0,0,0,1666.6666667,0,20000.0,0.100191,166.9849952,5.1179040 
531,1,64.5,180,2,0,0,1,1000.0,0,7500.0,0.0153333,15.3333331,2.7300291 
532,1,45.1666679,234,0,0,0,1,1916.6666667,0,35000.0,0.13624,261.1266772,5.5650056 
533,1,23.416666,10,2,0,0,0,1750.0,0,8666.6669922,0.1091662,191.0407674,5.2524868 
534,1,39.4166679,60,4,1,2,1,4000.0,0,14400.0,0.0772081,308.8322282,5.7327982 
535,1,20.416666,27,0,0,0,0,1139.5833333,0,22375.0,0.0506382,57.7064644,4.0553692 
536,0,29.25,12,1,0,0,0,2091.6666667,0,12550.0,0.0451084,94.3516671,4.5470289 
537,0,24.416666,228,0,0,0,0,2500.0,0,30000.0,0.0228197,57.0491655,4.0439134 
538,1,33.5833321,12,0,0,0,0,2475.0,0,36700.0,0.0866202,214.3849131,5.3677731 
539,1,24.166666,4,0,1,0,0,1733.3333333,0,26800.0,0.0229478,39.7761179,3.6832667 
540,0,43.5,24,0,0,0,0,2666.6666667,0,32000.0,0.1877612,500.6966591,6.2160004 
541,0,22.166666,48,3,0,0,1,1800.0,0,11400.0,0.0122346,22.0223693,3.0920587 
